 Country/Region,Brand,LMEsword Code ,Producer,Deliverable Shape,Warrant Issuance,Last Warrantable Date,Special Notes,material, Country/Region,LMEsword Code,Unnamed: 8,GRADES ,99.97,99.985,99.99,99.97.1,99.985.1,99.99.1,99.994,99.97.2,99.995
,REVERE,,RSR Corporation,Ingots,WARRANTABLE,,,Lead,USA,REVER,,,Y,,,,,,,,
,RSR-CLFR,,RSR Corporation,Ingots,WARRANTABLE,,,Lead,USA,RSRCLF,,,Y,,,,,,,,
,RSR-INDY,,RSR Corporation,Ingots,WARRANTABLE,,,Lead,USA,RSRIND,,,Y,,,,,,,,
,,,,,,,,Lead,Intentionally blank,,,Intentionally blank,,,,,,,,,
Australia,NYRSTAR A-Z Z1,,Nyrstar Sales & Marketing AG,Ingots,WARRANTABLE,,,Special High Grade Zinc,,NYRAZ,,,,,,,,,,,
Australia,SMC SHG 99.995,,Sun Metals Corporation Pty Ltd,Ingots,WARRANTABLE,,,Special High Grade Zinc,,SMCSHG,,,,,,,,,,,
Belgium,NYRSTAR OVERPELT Z1,,Nyrstar Sales & Marketing AG,Ingots,WARRANTABLE,,,Special High Grade Zinc,,NYROVC,,,,,,,,,,,
Brazil,VOTORANTIM JF ZINC SHG,,Nexa Recursos Minerais S.A.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,VOTOJF,,,,,,,,,,,
Brazil,VOTORANTIM TM ZINC SHG,,Nexa Recursos Minerais S.A.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,VOTOTM,,,,,,,,,,,
Bulgaria,KUM 99.995,,KCM AD,Ingots,WARRANTABLE,,,Special High Grade Zinc,,KUM995,,,,,,,,,,,
Canada,CEZINC SHG,,"Canadian Electrolytic Zinc Limited, On behalf of Noranda Income Limited Partnership",Ingots,WARRANTABLE,,,Special High Grade Zinc,,CEZINC,,,,,,,,,,,
Canada,TECK COMINCO CANADA SHG,,Teck Metals Ltd.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,TCOMCA,,,,,,,,,,,
China,BYXY SHG,,"Hanzhong Zinc Industry Co., Ltd",Ingots,WARRANTABLE,,,Special High Grade Zinc,,BYXY,,,,,,,,,,,
China,G CI SHAN SHG,,"Sichuan Hongda Co., Ltd.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,GCI,,,,,,,,,,,
China,HX SHG,,"Huludao Zinc Industry Co., Ltd.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,HXSHG,,,,,,,,,,,
China,HY99.995,,"Chifeng NFC Zinc Co., Ltd.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,HY,,,,,,,,,,,
China,IBIS SHG,,"Baiyin Nonferrous Group Co., Ltd.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,IBISHG,,,,,,,,,,,
China,NH-SHG,,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,NHSHG,,,,,,,,,,,
China,TORCH III SHG,,"Zhuzhou Smelter Group Co., Ltd.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,TORCHSIII,,,,,,,,,,,
China,YG SHG,,"Henan Yuguang Zinc Industry Co., Ltd.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,YGSHG,,,,,,,,,,,
China,YH99.995,,"Yunnan Chihong Zinc & Germanium Co., Ltd.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,YH995,,,,,,,,,,,
China,YQ99.995,,"Yunnan Chihong Zinc & Germanium Co., Ltd.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,YQ995,,,,,,,,,,,
China,ZIJIN SHG,,"Bayannaoer Zijin Non-ferrous Metal Co., Ltd",Ingots,WARRANTABLE,,,Special High Grade Zinc,,ZIJIN,,,,,,,,,,,
Finland,KOKKOLA ZINC SHG,,Boliden Kokkola Oy,Ingots,WARRANTABLE,,,Special High Grade Zinc,,KOKSHG,,,,,,,,,,,
India,HZL SHG 99.995,,Hindustan Zinc Ltd.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,HZL,,,,,,,,,,,
India,HZL Zn SHG 99.995,,Hindustan Zinc Ltd.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,HZLZN,,,,,,,,,,,
India,VEDANTA SHG 99.995,,Hindustan Zinc Ltd.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,VEDSHG,,,,,,,,,,,
India,VEDANTA Zn SHG 99.995,,Hindustan Zinc Ltd.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,VEDZN,,,,,,,,,,,
Italy,NUOVA SAMIM Zn 99.995%,,Portovesme Srl,Ingots,WARRANTABLE,,,Special High Grade Zinc,,NUOVA,,,,,,,,,,,
Japan,AZC SHG,,Akita Zinc Co Ltd,Ingots,WARRANTABLE,,,Special High Grade Zinc,,AZCSHG,,,,,,,,,,,
Japan,EMC-H SHG,,Mitsui Mining & Smelting Co Ltd,Ingots,WARRANTABLE,,,Special High Grade Zinc,,EMCHZN,,,,,,,,,,,
Japan,EMC-K SHG,,Mitsui Mining & Smelting Co Ltd,Ingots,WARRANTABLE,,,Special High Grade Zinc,,EMCKZN,,,,,,,,,,,
Japan,HSC-SHG,,Mitsui Mining & Smelting Co Ltd,Ingots,WARRANTABLE,,,Special High Grade Zinc,,HSCSHG,,,,,,,,,,,
Japan,TOHO SHG,,Toho Zinc Co Ltd,Ingots,WARRANTABLE,,,Special High Grade Zinc,,TOHOSH,,,,,,,,,,,
Korea (South),KZ-SHG 99.995,,Korea Zinc Co Ltd,Ingots,WARRANTABLE,,,Special High Grade Zinc,,KZSHG,,,,,,,,,,,
Korea (South),YP-SHG,,Young Poong Corporation,Ingots,WARRANTABLE,,,Special High Grade Zinc,,YPSHGB,,,,,,,,,,,
Mexico,IMM SLP SHG99995,,"Industrial Minera Mexico, S.A. de C.V.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,IMMSHG,,,,,,,,,,,
Mexico,PENOLES SHG,,Metalurgica Met-Mex Penoles SA de CV,Ingots,WARRANTABLE,,,Special High Grade Zinc,,PENSHG,,,,,,,,,,,
Nambia,SZ SHG,,Namzinc (Proprietary) Ltd,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,Special High Grade Zinc,,SZSHG,,,,,,,,,,,
Netherlands,NYRSTAR NL Z1,,Nyrstar Sales & Marketing AG,Ingots,WARRANTABLE,,,Special High Grade Zinc,,NYRSNL,,,,,,,,,,,
Norway,NORZINK MADE IN NORWAY SHG,,Boliden Odda AS,Ingots,WARRANTABLE,,,Special High Grade Zinc,,NORSHG,,,,,,,,,,,
Peru,VOTORANTIM CJ ZINC SHG,,Nexa Resources Cajamarquilla S.A.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,VOTORA,,,,,,,,,,,
Poland,HCM SHG 99.995,,"Huta Cynku ""Miasteczko Slaskie"" S.A.",Ingots,WARRANTABLE,,,Special High Grade Zinc,,HCMSHG,,,,,,,,,,,
Poland,ZGH Z1,,Zaklady Gorniczo-Hutnicze “Boleslaw”,Ingots,WARRANTABLE,,,Special High Grade Zinc,,ZGH,,,,,,,,,,,
Russia,CZP SHG,,Joint Stock Company Chelyabinsk Zinc Plant,Ingots,WARRANTABLE,,See Notice 22/239 for restrictions on the warranting of this brand.,Special High Grade Zinc,,CZPSHG,,,,,,,,,,,
Spain,ASTUZINC ELECTRO 99.995%,,Asturiana de Zinc S.A.U.,Ingots,WARRANTABLE,,,Special High Grade Zinc,,ASTU95,,,,,,,,,,,
USA,NYRSTAR CLARKSVILLE Z1,,Nyrstar Sales & Marketing AG,Ingots,WARRANTABLE,,,Special High Grade Zinc,,NYRCZ,,,,,,,,,,,
Intentionally blank,,,,,,,,Special High Grade Zinc,,,,,,,,,,,,,
Belgium,M,,Aurubis Beerse NV,Ingots,WARRANTABLE,,,Tin,,MSN,,,,,,,,,,,
Bolivia,ENAF,,Empresa Metalurgica Vinto,Ingots,WARRANTABLE,,,Tin,,ENAF,,,,,,,,,,,
Brazil,MAMORE,,Mineracao Taboca SA,Ingots,WARRANTABLE,,,Tin,,MAMORE,,,,,,,,,,,
Brazil,WHITE SOLDER BR,,White Solder Metalurgia e Mineracao LTDA,Ingots,WARRANTABLE,,,Tin,,WTSOBR,,,,,,,,,,,
China,JH,,China Tin Smelter Co. Ltd.,Ingots,WARRANTABLE,,,Tin,,JH,,,,,,,,,,,
China,YS,,"Gejiu Zili Mining and Smelting Co., Ltd.",Ingots,WARRANTABLE,,,Tin,,YS,,,,,,,,,,,
China,YT,,Yunnan Tin Company Limited,Ingots,WARRANTABLE,,,Tin,,YTSN,,,,,,,,,,,
China,YUNHENG,,"Yunnan Chengfeng Non-Ferrous Metals Co., Ltd.",Ingots,WARRANTABLE,,,Tin,,YUNHEN,,,,,,,,,,,
China,YUNXIANG,,"Gejiu Kaimeng Industry and Trade Co., Ltd",Ingots,WARRANTABLE,,,Tin,,YUNXIA,,,,,,,,,,,
China,YINSHENG,,Gejiu Jinye Renewable Technology Co Ltd,Ingots,WARRANTABLE,,,Tin,,YINSHE,,,,,,,,,,,
Indonesia ,BANKA,,PT Timah Tbk.,Ingots,WARRANTABLE,,,Tin,,BANKA,,,,,,,,,,,
Indonesia ,IMLI,,PT. Bukit Timah,Ingots,WARRANTABLE,,,Tin,,IMLI,,,,,,,,,,,
Indonesia ,IMLI BELITUNG,,PT. Babel Inti Perkasa,Ingots,WARRANTABLE,,,Tin,,IMLIB,,,,,,,,,,,
Indonesia ,KUNDUR,,PT Timah Tbk.,Ingots,WARRANTABLE,,,Tin,,KUNDUR,,,,,,,,,,,
Indonesia ,MENTOK,,PT Timah Tbk.,Ingots,WARRANTABLE,,,Tin,,MENTOK,,,,,,,,,,,
Indonesia ,MSP,,PT. Mitra Stania Prima,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,Tin,,MSP,,,,,,,,,,,
Indonesia ,RBT,,PT. Refined Bangka Tin,Ingots,WARRANTABLE,,Produced on or after 20/08/2016,Tin,,RBTSN,,,,,,,,,,,
Indonesia ,TININDO,,PT. Tinindo Inter Nusa,Ingots,WARRANTABLE,,,Tin,,TININD,,,,,,,,,,,
Indonesia ,PTU,,PT. Prima Timah Utama,Ingots,WARRANTABLE,,,Tin,,PTU,,,,,,,,,,,
Malaysia,MALAYSIA SMELTING CORPORATION,,Malaysia Smelting Corporation Bhd.,Ingots,WARRANTABLE,,,Tin,,MALAYS,,,,,,,,,,,
Malaysia,MALAYSIA SMELTING CORPORATION STRAITS REFINED TIN,,Malaysia Smelting Corporation Bhd.,Ingots,WARRANTABLE,,Produced on or after 28/09/2020,Tin,,MSCSRT,,,,,,,,,,,
Thailand,PHUKET,,Thailand Smelting & Refining Co Ltd,Ingots,WARRANTABLE,,,Tin,,PHUKET,,,,,,,,,,,
Thailand,THAISARCO,,Thailand Smelting & Refining Co Ltd,Ingots,WARRANTABLE,,,Tin,,THAISA,,,,,,,,,,,
Intentionally blank,,,,,,,,Tin,,,,,,,,,,,,,
Australia,BHP BILLITON NICKEL BRIQUETTES,,BHP Billiton Nickel West Pty Ltd,"Briquettes,Bagged briquettes",NEW WARRANTS CANNOT BE ISSUED FROM THE DEFINED DATE,2022-11-23,,Primary Nickel,,BHP,,,,,,,,,,,
Australia,BHP NICKEL BRIQUETTES,,BHP Nickel West Pty Ltd,Bagged briquettes,WARRANTABLE,,,Primary Nickel,,BHPNB,,,,,,,,,,,
Australia,MINARA HIGH GRADE NICKEL BRIQUETTES,,Minara Resources Pty Ltd,"Briquettes,Bagged briquettes",WARRANTABLE,,,Primary Nickel,,MINARA,,,,,,,,,,,
Brazil,TOCANTINS,,Votorantim Metais S.A.,"Cut cathodes,Full plate cathodes",NO NEW WARRANTS CAN BE ISSUED,,,Primary Nickel,,TOCANT,,,,,,,,,,,
Canada,SHERRITT NICKEL BRIQUETTES,,The Cobalt Refinery Company Inc,"Briquettes,Bagged briquettes",WARRANTABLE,,,Primary Nickel,,SHERRI,,,,,,,,,,,
Canada,VALE MELT ROUNDS,,Vale Canada Limited,Rounds bagged,WARRANTABLE,,,Primary Nickel,,VLMR,,,,,,,,,,,
Canada,VALE NICKEL PELLETS,,Vale Canada Limited,"Pellets,Bagged pellets",WARRANTABLE,,,Primary Nickel,,VALPC,,,,,,,,,,,
Canada,VALE PLATING ROUNDS,,Vale Canada Limited,Rounds bagged,WARRANTABLE,,,Primary Nickel,,VLPR ,,,,,,,,,,,
China,CASH,,"Yantai Cash Industrial Co., Ltd.",Full plate cathodes,WARRANTABLE,,,Primary Nickel,,CASHNI,,,,,,,,,,,
China,JINTUO GRADE 1,,"Jinchuan Group Co., Ltd.","Cut cathodes,Full plate cathodes",WARRANTABLE,,,Primary Nickel,,JINTUO,,,,,,,,,,,
Finland,NORILSK NICKEL HARJAVALTA CATHODES,,Norilsk Nickel Harjavalta Oy,"Cut cathodes,Full plate cathodes",WARRANTABLE,,,Primary Nickel,,NORIL,,,,,,,,,,,
Finland,NORILSK NICKEL HARJAVALTA BRIQUETTES,,Norilsk Nickel Harjavalta Oy,Briquettes,WARRANTABLE,,,Primary Nickel,,NORILB,,,,,,,,,,,
France,NICKEL HP,,Sibanye-Stillwater Sandouville Refinery,"Cut cathodes,Full plate cathodes",WARRANTABLE,,,Primary Nickel,,NICKHP,,,,,,,,,,,
Japan,SUMITOMO METAL MINING CO. LTD,,"Sumitomo Metal Mining Co., Ltd.",Cut cathodes,WARRANTABLE,,,Primary Nickel,,SUMMET,,,,,,,,,,,
Japan,SMM,,"Sumitomo Metal Mining Co., Ltd.",Full plate cathodes,WARRANTABLE,,,Primary Nickel,,SMM,,,,,,,,,,,
Madagascar,AMBATOVY NICKEL BRIQUETTES,,"Dynatec Madagascar S.A. a ""société anonyme""","Briquettes,Bagged briquettes",WARRANTABLE,,,Primary Nickel,,AMBATO,,,,,,,,,,,
Norway,NIKKELVERK NICKEL,,Glencore Nikkelverk AS,"Cut cathodes,Full plate cathodes",WARRANTABLE,,,Primary Nickel,,NIKKN,,,,,,,,,,,
Russia,NORNICKEL,,"JSC ""Kola GMK""",Full plate cathodes,WARRANTABLE,,,Primary Nickel,,NORNI,,,,,,,,,,,
Russia,SEVERONICKEL COMBINE H-1,,"JSC ""Kola GMK""","Cut cathodes,Full plate cathodes",WARRANTABLE,,,Primary Nickel,,SEVH1,,,,,,,,,,,
Russia,SEVERONICKEL COMBINE H-1Y,,"JSC ""Kola GMK""","Cut cathodes,Full plate cathodes",WARRANTABLE,,,Primary Nickel,,SEVH1Y,,,,,,,,,,,
South Africa,IMPALA NICKEL,,Impala Platinum Ltd,Briquettes,WARRANTABLE,,,Primary Nickel,,IMPALA,,,,,,,,,,,
South Africa,RPM NICKEL,,Rustenburg Platinum Mines Limited,"Full plate cathodes,Cut cathodes",WARRANTABLE,,,Primary Nickel,,RPM,,,,,,,,,,,
UK,VALE NICKEL PELLETS,,Vale Canada Limited produced by Vale Europe Limited,"Pellets,Bagged pellets",WARRANTABLE,,,Primary Nickel,,VALPW,,,,,,,,,,,
Zimbabwe,BCL EMPRESS,,RioZim Limited,"Cut cathodes,Full plate cathodes",NO NEW WARRANTS CAN BE ISSUED,,,Primary Nickel,,BCLEMP,,,,,,,,,,,
Intentionally blank,,,,,,,,Primary Nickel,,,,,,,,,,,,,
Argentina,ALUAR,,Aluar Aluminio Argentino SAIC,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,ALUAR,,,,,,,,,,,
Australia,BBY,,Rio Tinto Aluminium (Bell Bay) Limited,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,BBY,,,,,,,,,,,
Australia,BSL,,Boyne Smelters Ltd,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,BSL,,,,,,,,,,,
Australia,PORTLAND,,Alcoa Portland Aluminium Pty Ltd,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,PORTLA,,,,,,,,,,,
Australia,TOMAGO,,Tomago Aluminium Co Pty Ltd,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,TOMAGO,,,,,,,,,,,
Bahrain,ALBA,,Aluminium Bahrain BSC (c),"Ingots,Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,ALBA,,,,,,,,,,,
Brazil ,ALBRAS,,Albras Aluminio Brasileiro SA,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,ALBRAS,,,,,,,,,,,
Brazil ,ALCOA BRASIL,,Alcoa Aluminio SA,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,ALCOBR,,,,,,,,,,,
Brazil ,CBA,,Companhia Brasileira de Aluminio,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,CBA,,,,,,,,,,,
Brazil ,SAO LUIS,,Alcoa Aluminio SA,"Ingots,Sows",NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,SAOALC,,,,,,,,,,,
Brazil ,SAO LUIS,,BHP Billiton Metais SA,"Ingots,Sows",NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,SAOBIL,,,,,,,,,,,
Cameroon,ALUCAM,,Alucam,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,ALUCAM,,,,,,,,,,,
Canada,AAR,,Rio Tinto Alcan Inc.,Sows,WARRANTABLE,,,High Grade Primary Aluminium,,AAR,,,,,,,,,,,
Canada,ABCQ,,Alcoa Corporation,"Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,ABCQ,,,,,,,,,,,
Canada,ABI,,Aluminerie de Becancour Inc.,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,ABI,,,,,,,,,,,
Canada,ALMA,,Rio Tinto Alcan Inc.,"Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,ALMA,,,,,,,,,,,
Canada,ALOUETTE,,Aluminerie Alouette Inc.,"Ingots,Sows",WARRANTABLE,,,High Grade Primary Aluminium,,ALOUET,,,,,,,,,,,
Canada,DESCHAMBAULT,,Alcoa Corporation,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,DESCHA,,,,,,,,,,,
Canada,GBAIE,,Rio Tinto Alcan Inc.,Sows,WARRANTABLE,,,High Grade Primary Aluminium,,GBAIE,,,,,,,,,,,
Canada,KIT,,Rio Tinto Alcan Inc.,"Ingots,Sows",WARRANTABLE,,,High Grade Primary Aluminium,,KIT,,,,,,,,,,,
Canada,LAT,,Rio Tinto Alcan Inc.,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,LAT,,,,,,,,,,,
Canada,PLS,,Rio Tinto Alcan Inc.,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,PLS,,,,,,,,,,,
China,AST,,"Sichuan Guangyuan Aostar Aluminium Co., Ltd.",Ingots,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,AST,,,,,,,,,,,
China,BTL,,Baotou Aluminium (Group) Co. Ltd,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,BTL,,,,,,,,,,,
China,G*L,,"Aluminium Corporation of China Ltd, CHALCO",Ingots,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,GL,,,,,,,,,,,
China,LL2,,"Aluminium Corporation of China Ltd, CHALCO",Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,LLTWO,,,,,,,,,,,
China,LLL,,"Lanzhou Liancheng Aluminium Industrial Co., Ltd",Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,LLL,,,,,,,,,,,
China,QHAS,,"Aluminium Corporation of China Ltd, CHALCO",Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,QHAS,,,,,,,,,,,
China,QTX ND,,Qingtongxia Aluminium Holding Co Ltd,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,QTXND,,,,,,,,,,,
China,QTX,,Qingtongxia Aluminium Holding Co Ltd,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,QTX,,,,,,,,,,,
China,RG,,"Henan Shenhuo Coal & Power Co., Ltd",Ingots,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,RG,,,,,,,,,,,
China,WF,,Jiaozuo Wanfang Aluminium Manufacturing Co. Ltd,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,WFAH,,,,,,,,,,,
China,YL YL,,Yunnan Aluminium Co. Ltd,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,YL YL,,,,,,,,,,,
Egypt,EGYPTALUM,,The Aluminium Company of Egypt,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,EGYPTA,,,,,,,,,,,
France,AD,,Aluminium Dunkerque,"Ingots,Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,AD,,,,,,,,,,,
France,TASJ,,Trimet France,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,TASJ,,,,,,,,,,,
Germany,TAE,,TRIMET Aluminium SE,"Ingots,Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,TAE,,,,,,,,,,,
Germany,TAHH,,TRIMET Aluminium SE,Sows,WARRANTABLE,,,High Grade Primary Aluminium,,TAHH,,,,,,,,,,,
Greece,AoG,,Mytilineos S.A.,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,AOG,,,,,,,,,,,
Iceland,AFJA,,Alcoa Corporation,"Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,AFJA,,,,,,,,,,,
Iceland,ISAL,,Alcan Iceland Ltd.,"Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,ISAL,,,,,,,,,,,
Iceland,NA NA,,Nordural - Grundartangi ehf.,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,NANAAL,,,,,,,,,,,
India,BHARATAL,,Bharat Aluminium Co. Ltd.,"Ingots,Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,BHAR,,,,,,,,,,,
India,HINDALCO AD,,Hindalco Industries Limited,"Ingots,Sows",WARRANTABLE,,,High Grade Primary Aluminium,,HINDAD,,,,,,,,,,,
India,HINDALCO HK,,Hindalco Industries Limited,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,HINHK,,,,,,,,,,,
India,HINDALCO MH,,Hindalco Industries Limited,"Ingots,Sows",WARRANTABLE,,,High Grade Primary Aluminium,,HINDMH,,,,,,,,,,,
India,HINDALCO,,Hindalco Industries Limited,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,HINDAL,,,,,,,,,,,
India,NALCO,,National Aluminium Co Ltd,"Ingots,Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,NALCO,,,,,,,,,,,
India,VEDANTA,,Vedanta Limited,"Ingots,Sows",WARRANTABLE,,,High Grade Primary Aluminium,,VEDANT,,,,,,,,,,,
India,VEDANTAL,,Vedanta Limited,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,VEDAL,,,,,,,,,,,
Indonesia,INAL,,PT Indonesia Asahan Aluminium (Persero),Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,INAL,,,,,,,,,,,
Iran,IRALCO,,Iranian Aluminium Co,"Ingots,Sows,T-bars",NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,IRALCO,,,,,,,,,,,
Kazakhstan,KAS,,"""Kazakhstan Aluminium Smelter"" JSC",Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,KAS,,,,,,,,,,,
Malaysia,PMB,,Press Metal Bintulu Sdn Bhd,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,PMB,,,,,,,,,,,
Malaysia,PMS,,Press Metal Sarawak Sdn. Bhd.,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,PMS,,,,,,,,,,,
Montenegro,KAP,,Kombinat Aluminijuma Podgorica,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,KAP,,,,,,,,,,,
Mozambique,MOZAL,,Mozal S.A.R.L,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,MOZAL,,,,,,,,,,,
Netherlands,DELFZIJL,,DAMCO Aluminium Delfzijl Coöperatie U.A.,T-bars,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,DELFZI,,,,,,,,,,,
New Zealand,NZAS,,New Zealand Aluminium Smelters Ltd,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,NZAS,,,,,,,,,,,
Norway,EAM,,Alcoa Norway ANS,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,EAM,,,,,,,,,,,
Norway,HYDRO A,,Hydro Aluminium AS (Ardal),"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,HYDRAR,,,,,,,,,,,
Norway,HYDRO H,,Hydro Aluminium AS (Hoyanger),T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,HYDRHO,,,,,,,,,,,
Norway,HYDRO K,,Hydro Aluminium AS (Karmoy),T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,HYDRKA,,,,,,,,,,,
Norway,HYDRO S,,Hydro Aluminium AS (Sunndalsora),"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,HYDRSU,,,,,,,,,,,
Norway,SOERAL,,Hydro Aluminium AS,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,SOERAL,,,,,,,,,,,
Oman,SOHAR,,Sohar Aluminium Company LLC,"Ingots,Sows",WARRANTABLE,,,High Grade Primary Aluminium,,SOHAR,,,,,,,,,,,
Qatar,QATALUM,,Qatar Aluminium Limited (Q.S.C.),Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,QATALU,,,,,,,,,,,
Romania,ALRO,,S.C. Alro S.A.,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,ALRO,,,,,,,,,,,
Russia,BOAZ,,JSC Boguchany Aluminium Smelter,"Ingots,Sows",WARRANTABLE,,,High Grade Primary Aluminium,,BOAZ,,,,,,,,,,,
Russia,KAZ SUAL,,United Company RUSAL Kandalaksha Aluminium Smelter,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,KAZS,,,,,,,,,,,
Russia,NAZ SUAL,,Nadvoitsky Aluminium Plant of Siberian-Urals Aluminium Smelter,"Ingots,T-bars",NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,NAZS,,,,,,,,,,,
Russia,RUSAL B,,"Public Joint Stock Company ""RUSAL Bratsk Aluminium Smelter""","Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,RUSALB,,,,,,,,,,,
Russia,RUSAL I,,Affiliate of PJSC “RUSAL Bratsk” in Shelekhov,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,RUSALI,,,,,,,,,,,
Russia,RUSAL K,,"Joint Stock Company ""RUSAL Krasnoyarsk Aluminium Smelter""","Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,RUSALK,,,,,,,,,,,
Russia,RUSAL KH,,"Joint Stock Company ""RUSAL Sayanogorsk Aluminium Smelter""","Ingots,Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,RUSKH,,,,,,,,,,,
Russia,RUSAL N,,"Joint Stock Company ""RUSAL Novokuznetsk Aluminium Smelter""","Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,RUSALN,,,,,,,,,,,
Russia,RUSAL S,,"Joint Stock Company ""RUSAL Sayanogorsk Aluminium Smelter""","Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,RUSALS,,,,,,,,,,,
Russia,RUSAL VG,,United Company RUSAL Volgograd Aluminium Smelter,Ingots,WARRANTABLE,,,High Grade Primary Aluminium,,RUSVG,,,,,,,,,,,
